序号,名称,播放,弹幕数,收藏,硬币,评分(默认0分),评分人数(人数不足为0人),是否完结
5171,攻壳机动队 塔奇克马的日常,56898,397,49,7634,0.0,0,1
5174,学园都市巴拉诺瓦尔,71653,353,7,5350,0.0,0,1
5175,小兔侠之功夫学校,8565,134,7,581,0.0,0,1
5176,小兔侠之功夫学校,18843,81,8,517,0.0,0,1
5177,魁!!库洛马迪高校,137645,7272,215,6371,0.0,0,1
5178,蒲公英,23931,922,16,4179,0.0,0,1
5179,星际少年队,34585,370,10,3431,0.0,0,1
5180,攻壳机动队ARISE,117756,2000,90,10671,0.0,0,1
5186,金星战记,10781,261,41,586,0.0,0,1
5199,天保异闻妖奇士 奇士神曲,34431,500,23,3586,0.0,0,1
5202,喵星人,22888,175,16,526,0.0,0,1
5204,冥王计划志雷马,46651,1581,50,3480,0.0,0,1
5205,铁鼻子,13550,183,4,603,0.0,0,1
5206,弱酸性百万亚瑟王,3386709,10140,4323,27358,0.0,0,1
5208,雅诺斯的梦幻,8943,207,15,1432,0.0,0,1
5209,飞天少女猪,44643,1014,41,5931,0.0,0,1
5210,一人之下 日语版,4906753,83747,4112,135950,7.9,176,1
5212,小樱桃,37388,608,14,3643,0.0,0,1
5213,魂狩,128847,1664,80,17861,0.0,0,1
5221,恋爱情结,1347529,73398,1855,77073,9.6,232,1
5223,蓝色计划 地球SOS,556,2,12,638,0.0,0,1
5225,立食师列传,22207,419,12,2295,0.0,0,1
5228,公主候补生佑希,63591,2887,77,7569,0.0,0,1
5229,头文字D Battle Stage,290586,3715,151,7808,0.0,0,1
5230,学院梦幻队,4238,51,7,653,0.0,0,1
5237,地球守护者21,0,0,0,1803,0.0,0,1
5239,High☆Speed! -Free! Starting Days-,777730,104410,10717,97482,9.6,275,1
5241,极速战警,20430,432,12,2750,0.0,0,1
5243,机甲兵团,27772,64,4,1538,0.0,0,1
5246,野性之七人 another -谋略运河-,32330,142,8,4258,0.0,0,1
5247,私立荒矶高等学校生徒会执行部,197836,2816,68,14521,0.0,0,1
5248,战国FAN,2892917,47258,5142,93433,0.0,0,1
5251,七人之奈奈,27470,730,53,2681,0.0,0,1
5255,喜剧,47376,692,147,11711,0.0,0,1
5259,零花,9183,133,22,3188,0.0,0,1
5263,记忆沉睡的孩子 奔向天空的摇篮,151895,2336,149,37588,0.0,0,1
5265,帕卢姆之树,13908,341,19,2656,0.0,0,1
5266,机动警察迷你版,13555,261,16,1588,0.0,0,1
5269,猫神八百万,0,0,0,3417,0.0,0,1
5272,水晶版 雷公 雷的传说,245546,5352,79,8405,0.0,0,1
5273,加州危机,8715,110,6,1084,0.0,0,1
5274,完全胜利大帝王,12721,129,6,586,0.0,0,1
5278,秋之回忆 OVA,51216,1098,40,7300,0.0,0,1
5281,网球王子,2755602,232105,4088,110597,9.6,372,1
5283,银河五虎将,17782,77,13,1571,0.0,0,1
5285,愿你在此,24946,173,12,5730,0.0,0,1
5286,最终幻想：无限,83393,985,54,10503,0.0,0,1
5289,魔神凯撒,48820,1228,79,3057,0.0,0,1
5291,武庚纪,17318307,273976,41913,424535,9.3,729,1
5294,ONE～辉之季节～,76908,3916,193,23029,0.0,0,1
5296,高校女忍者,42807,537,5,5435,0.0,0,1
5297,千年女优,485052,20607,1795,81431,9.7,464,1
5300,大~集合！小魔女DoReMi 青蛙石的秘密,38517,645,48,5261,0.0,0,1
5301,墓王之王 麒麟决,3493531,100498,17759,133688,8.7,116,1
5302,最终幻想：灵魂深处,169918,2907,180,13570,0.0,0,1
5309,校园外星人,13671,1048,36,2561,0.0,0,1
5311,大都会,76255,2357,285,19106,0.0,0,1
5320,基因攻防战,62228,846,28,7581,0.0,0,1
5321,破邪巨星G弹劾凰,29402,306,5,2853,0.0,0,1
5322,星之海洋,30615,704,27,2313,0.0,0,1
5323,魔法战士李维,68190,3857,73,3965,0.0,0,1
5327,恋爱占卜师,91571,1909,43,7637,0.0,0,1
5336,爆旋陀螺,76548,1020,37,3230,0.0,0,1
5337,刃牙,140651,3995,109,6050,0.0,0,1
5340,德玛娜说少女,23765,346,35,10747,0.0,0,1
5343,暗之末裔,374084,16241,247,41436,0.0,0,1
5348,数码兽大冒险3D 数码赛车大奖赛！,26911,141,16,722,0.0,0,1
5349,包在小可身上,371706,7307,452,35985,9.7,181,1
5350,结晶塔的帝王,235203,5994,237,9290,0.0,0,1
5351,吸血鬼猎人D,262970,5429,390,31227,9.8,137,1
5352,画江湖之不良人 第二季,34354719,913813,68247,556533,7.4,315,1
5356,网络争霸战,7399,25,4,1014,0.0,0,1
5358,心跳回忆,61138,652,50,7310,0.0,0,1
5366,虹猫蓝兔七侠传,2676755,574445,9169,120120,9.8,1774,1
5373,虹猫仗剑走天涯,577686,159268,953,17582,9.4,135,1
5374,虹猫蓝兔光明剑,283770,48873,318,11198,0.0,0,1
5375,虹猫蓝兔勇者归来,333178,51035,386,13487,0.0,0,1
5376,虹猫蓝兔阿木星,274787,36840,270,10934,0.0,0,1
5380,激斗战车（中文）,39990,168,13,1505,0.0,0,1
5381,危险调查员,6279,34,11,1584,0.0,0,1
5382,苍色骑士,101323,294,21,9378,0.0,0,1
5383,星际牛仔,1953723,64797,5187,10706,9.7,124,1
5384,新战神金刚：传奇守护神,97681,7223,79,5310,0.0,0,1
5385,猪猪秀 第三季,325666,784,273,2627,0.0,0,1
5388,舞武器舞亂伎,113069,1046,103,4396,0.0,0,1
5390,小明和王猫,80844,10087,398,6576,0.0,0,1
5391,降世神通：最后的气宗 第一季,295283,13974,341,25604,9.8,154,1
5392,今天开始恋爱吧,513878,2316,76,51539,0.0,0,1
5393,狂丸战记,150206,1344,925,4410,0.0,0,1
5394,我的英雄学院,5237426,192707,11512,518355,9.7,9393,1
5395,泡芙小姐 第七季,907665,10287,1042,46637,0.0,0,1
5396,罐装萌兽,17330,188,15,1799,0.0,0,1
5397,我的长腿叔叔,88970,6217,110,12600,0.0,0,1
5405,千叶脚踏板,199974,346,121,6877,0.0,0,1
5407,Da!Da!Da!,267629,10721,434,11053,0.0,0,1
5409,钢琴之森,47647,666,25,5638,0.0,0,1
5410,若草四姐妹,13928,127,22,1912,0.0,0,1
5411,小妇人,16079,102,7,1320,0.0,0,1
5412,浪客剑心,162639,1698,80,13871,0.0,0,1
5413,神龙之谜,50816,822,22,2659,0.0,0,1
5414,弹道,21429,189,14,1461,0.0,0,1
5415,生化体,43097,445,19,5003,0.0,0,1
5418,神秘岛,59554,669,69,5658,0.0,0,1
5421,科学小飞侠Crowds SP,26188,392,52,3352,0.0,0,1
5422,史蒂文的宇宙 第三季,234805,4996,1279,8689,0.0,0,1
5424,无头骑士异闻录×2 结 DuFuFuFu!!,240041,23875,757,33523,9.6,131,1
5425,欧西里斯的天秤,87124,2623,218,7772,0.0,0,1
5426,欧西里斯的天秤 第二季,29117,1027,181,3509,0.0,0,1
5430,凸变英雄 BABA,15040205,194539,114999,435872,9.8,6234,1
5432,阿大是我哥,13453,252,20,879,0.0,0,1
5433,马拉松王子,66695,3987,65,5670,0.0,0,1
5434,霹雳猫  第一季,15548,30,8,910,0.0,0,1
5435,霹雳猫 第二季,4770,36,5,249,0.0,0,1
5436,究极超人R,14009,170,13,1628,0.0,0,1
5437,兔丸,418691,5936,798,42487,0.0,0,1
5438,小樱桃 第二季,15196,164,11,1548,0.0,0,1
5439,比得兔（第一季）,76201,684,70,3479,0.0,0,1
5440,比得兔（第二季）,36686,113,27,1188,0.0,0,1
5441,比得兔（特别篇）,17107,115,20,1095,0.0,0,1
5442,宠猫学园,20696,449,35,4905,0.0,0,0
5443,襄阳萌物语,125130,2164,427,6582,0.0,0,1
5444,病毒,11918,86,10,1691,0.0,0,1
5445,世界征服 谋略之星 OVA,1047831,9065,273,3995,0.0,0,1
5447,天空断罪Skelter Heaven,43179,231,20,4011,0.0,0,1
5448,托尔与洛基：血亲,42552,235,21,5844,0.0,0,1
5449,幻梦战记莉达,7595,101,16,1324,0.0,0,1
5450,机兽超世纪,40203,508,7,3260,0.0,0,1
5451,那年那兔那些事儿 番外篇,5941758,214150,55331,162142,9.4,541,1
5452,幻想叙谭艾尔西亚,12044,91,9,1709,0.0,0,1
5453,至尊勇者,17737,99,13,789,0.0,0,1
5454,最终幻想15 兄弟情,1004923,10609,849,56644,9.5,105,1
5456,剧场版 快要坏掉的八音盒,0,0,0,56232,9.4,157,1
5460,问答魔法学院,84759,1082,74,7638,0.0,0,1
5463,精神力量,19361,104,9,1941,0.0,0,1
5464,三者三叶 特典,128168,1713,311,6969,0.0,0,1
5465,注视着你,7271,105,10,1306,0.0,0,1
5466,闪电十一人,220072,20213,295,11766,0.0,0,1
5467,闪电十一人,195298,23982,198,4974,0.0,0,1
5468,闪电十一人,257905,27191,261,7327,0.0,0,1
5469,高校星歌剧 OVA,199195,7409,392,16376,0.0,0,1
5471,玩偶游戏,30184,383,21,2667,0.0,0,1
5472,雷顿教授与永远的歌姬,46622,2017,191,7806,0.0,0,1
5473,心灵的声音,10215328,58877,10662,225635,9.6,234,1
5474,拘束衣,110505,2249,112,17861,0.0,0,1
5475,秋叶原电脑组 2011年的暑假,8975,57,6,1113,0.0,0,1
5476,手冢治虫的佛陀：永无止境之旅,128801,3944,153,9480,0.0,0,1
5478,超机甲发明小子,24023,108,9,1665,0.0,0,1
5479,九藏喵窝,89459,5635,214,10300,0.0,0,1
5480,那就是声优！SP,38275,1047,110,5425,0.0,0,1
5481,战地启示录,17313,645,41,1628,0.0,0,1
5482,女神异闻录5 -THE DAY BREAKERS-,1185863,17710,1940,156548,9.6,940,1
5483,地下巧克力 我们的巧克力战争,8662,415,31,2326,0.0,0,1
5484,梦物语,30939,572,29,5328,0.0,0,1
5485,当女孩遇到熊,168639,2116,172,31869,0.0,0,1
5486,星梦手记,1383487,38179,4275,97286,0.0,0,1
5487,莽荒纪,2898203,31158,1500,96210,0.0,0,1
5488,天体的秩序SP,126754,5511,642,8174,0.0,0,1
5489,阿基拉,242976,5946,818,35391,9.6,289,1
5490,失忆症  SP,256523,15203,363,15614,0.0,0,1
5492,赤足小子1,13096,556,31,728,0.0,0,1
5493,赤足小子2,6595,252,31,365,0.0,0,1
5494,精灵宝可梦 世代,3806421,18576,4621,62073,9.5,194,1
5495,为美好的世界献上祝福！ OVA,2811564,46993,8899,288211,9.7,928,1
5496,彼得潘的冒险,9864,0,6,1632,0.0,0,1
5498,JOKER GAME SP,116157,933,564,13167,0.0,0,1
5499,乌龙派出所特别篇2016：THE FINAL 两津勘吉最后的一天,110662,3497,517,4174,0.0,0,1
5500,女神异闻录3 剧场版 #4 Winter of Rebirth,102708,4380,370,31413,9.6,173,1
5502,极道君漫游记,40804,2015,81,2829,0.0,0,1
5504,喵阿楞,1304352,15230,4153,60947,0.0,0,1
5506,魔法少女育成计划,6095294,340641,18177,366723,7.7,715,1
5507,WWW.迷糊餐厅,8040837,180059,30448,378391,9.0,578,1
5508,舞武器舞乱伎 星之巨人,2245561,48482,4891,107240,0.0,0,1
5510,时间飞船24,537046,15789,777,36496,0.0,0,1
5512,梦之祭,2519337,85392,2495,138622,0.0,0,1
5513,终末的伊泽塔,4985720,210719,20827,345274,9.0,552,1
5514,ViVid Strike!,2420361,82107,8507,135111,8.0,123,1
5515,刀剑乱舞-花丸-,14471515,899947,38015,980639,9.4,1139,1
5516,编舟记,1704110,39493,11690,166246,9.5,461,1
5517,钢铁交响乐,112799,1643,289,11181,0.0,0,1
5518,长骑美眉,1034271,61085,4249,70296,0.0,0,1
5520,SHOW BY ROCK!! 第二季,1785425,40656,4570,108713,0.0,0,1
5521,Classica Loid,1726628,61148,4752,113533,9.5,255,1
5522,超心动！艺术之星,2471980,90500,4266,134244,0.0,0,1
5523,3月的狮子,10605527,254132,49257,620210,9.7,2496,1
5525,乌冬面之国的金色毛球,5317351,144610,18298,355944,9.3,335,1
5526,超自然9人组,10074197,240005,35067,651261,8.7,1116,1
5527,战国鸟兽戏画 ~甲~,1363335,5931,2289,70832,0.0,0,1
5529,亚人 第二季,823551,2110,3149,430706,8.9,404,1
5530,Lostorage incited WIXOSS,2813725,69909,9445,234571,8.9,195,1
5532,少女编号,7744238,311151,37700,516026,8.6,955,1
5534,我太受欢迎了该怎么办,19217571,951831,45466,864275,8.4,624,1
5537,伯纳德小姐说。,1350270,7381,3145,109167,0.0,0,1
5538,青鬼,4298711,25361,4235,118204,0.0,0,1
5539,灼热乒乓妹,1599631,78614,6565,69286,0.0,0,1
5540,斯特拉的魔法,1467837,58115,9402,109849,8.7,166,1
5542,TRICKSTER,7621820,168085,15480,456142,7.1,179,1
5543,学园Handsome,2982812,60129,4536,129742,9.1,201,1
5544,12岁。第二季,2684000,127102,3595,103543,0.0,0,1
5545,怪盗Joker 第四季,747580,34318,1765,28634,0.0,0,1
5546,3年D班玻璃假面,53784,563,242,1933,0.0,0,1
5548,黑白来看守所,21662953,490409,39609,790849,8.4,499,1
5549,忍者少女千鸟,6479267,26987,11336,158633,9.1,175,1
5550,夏目友人帐 伍,32028407,1329300,209959,1946474,9.4,1813,1
5551,吹響吧！上低音號 第二季（僅限台灣地區）,255718,19230,2273,85941,9.3,477,1
5552,神装少女小缠,3666079,105559,11122,165998,8.0,117,1
5554,凸变英雄 BABA 日配版,664693,4567,1272,36235,8.2,131,1
5555,Crane Game Girls 第二季,116645,3059,474,16367,0.0,0,1
5556,奇异太郎少年的妖怪绘日记,7469027,40561,8953,327500,9.5,509,1
5557,解谜之音,769796,8792,1197,56636,0.0,0,1
5558,动画锻炼！XX 同一屋檐下,1880270,15070,5550,120472,0.0,0,1
5559,那年那兔那些事儿 第三季,18513827,266338,99913,412938,8.9,561,1
5560,魔法少女什么的已经够了啦。第二季,1666877,14643,5156,100456,8.4,106,1
5561,网球并不可笑嘛 第八季,778041,2105,2469,43871,0.0,0,1
5562,无畏魔女,2735341,70866,7672,219564,7.9,120,1
5563,甜甜私房猫 第三季,3463635,52503,5717,112680,0.0,0,1
5564,雨色可可 in Hawaii,394229,2064,402,39124,0.0,0,1
5565,街角的童话,38386,1130,88,14509,0.0,0,1
5566,星梦手记 声优节目,0,0,0,4900,0.0,0,1
5567,悠哉日常大王 Repeat OAD,621964,4613,1980,117291,9.7,488,1
5568,BURN-UP,5684,38,4,909,0.0,0,1
5569,超级马力欧兄弟 拯救桃子公主大作战！,35429,1427,48,1753,0.0,0,1
5570,一课一练 中文版,5150675,198706,17028,233494,5.9,206,1
5572,时空使徒 中文版,5608285,128714,12515,265300,5.4,111,1
5573,地狱堂灵界通信,8270,115,13,1221,0.0,0,1
5574,光晕：传奇,345743,9831,338,13179,0.0,0,1
5575,从很久以前就喜欢你了。～告白实行委员会～,2513077,131015,11794,367685,9.5,508,1
5576,喜欢上你的那个瞬间。～告白实行委员会～,1123935,45681,4318,158664,9.6,472,1
5580,不在他处 正是此地,36325,713,143,11312,0.0,0,1
5581,水之语,37691,231,86,16833,0.0,0,1
5582,天使之卵,130714,4984,395,19139,0.0,0,1
5584,OVERLORD OAD,4032886,4838,4607,71313,9.6,834,1
5585,Peeping Life -The Perfect Edit,12626,283,47,1740,0.0,0,1
5594,米诺的中二青春,108542,762,87,3053,0.0,0,1
5595,一课一练 日文版,888012,18565,1706,36264,0.0,0,1
5596,彼岸岛X,570672,2743,381,17231,0.0,0,1
5597,星期一的丰满,16260171,122382,37947,585205,9.5,1837,1
5598,小白角,11063,1571,48,1834,0.0,0,1
5599,时空使徒 日文版,1084567,21133,1628,42295,0.0,0,1
5600,我是小甜甜,79417,3332,106,8721,0.0,0,1
5602,生死回放,6138109,126238,16470,206584,9.1,176,1
5604,火影忍者舞台剧,896679,5169,511,14828,0.0,0,1
5608,疯暴英雄,174778,1354,346,7545,0.0,0,1
5609,火线传奇 第一季,1388092,0,953,18822,0.0,0,1
5612,女娲成长日记,5526934,58832,3400,151483,9.0,240,1
5613,全职法师,7140466,129464,6843,251429,7.3,268,1
5615,暖暖日记,421596,6765,964,23374,0.0,0,1
5616,重装甲少女组,20457,456,36,1999,0.0,0,1
5621,斩首循环 蓝色学者与戏言跟班,1246996,18434,7597,130869,9.3,1033,1
5622,我的青春恋爱物语果然有问题 续 OVA,1949648,68915,14964,129243,9.7,1275,1
5625,叫我僵小鱼 叙缘篇,1212604,8685,4299,51166,0.0,0,0
5626,镇魂街 第二季,6336304,56521,28682,1006097,0.0,0,0
5630,约会大作战 万由里裁决,2703970,249465,13783,182955,8.8,592,1
5633,天行九歌,14426942,378700,74971,494321,9.7,7225,0
5634,我的麻理,7631,355,25,1005,0.0,0,1
5635,紧扣的星星,410688,16621,715,31522,9.6,197,1
5636,RWBY 第四季,4266960,100246,18909,143207,9.2,389,1
5638,拉链超人组,4773,78,29,953,0.0,0,1
5649,星梦手记 生放送,40801,2330,281,2727,0.0,0,1
5651,星梦手记 广播节目,30516,710,147,2500,0.0,0,1
5692,精灵宝可梦XY&Z,822498,52504,1088,32927,8.5,186,1
5694,破邪大星弹劾凰,25647,200,50,1987,0.0,0,1
5695,亚尔斯兰战记 OAD,148779,4014,281,11239,0.0,0,1
5696,灵魂武器,617297,1513,186,39230,0.0,0,1
5697,火圣旅团999.9,5264,80,8,939,0.0,0,1
5704,人狼暗号1951,31340,391,52,7084,0.0,0,1
5705,少女抚子恋爱手册,57629,305,76,7497,0.0,0,1
5706,辛巴达 魔法之灯和移动岛,14317,170,13,3118,0.0,0,1
5707,精灵宝可梦 日月,25699881,820817,58819,338151,9.6,3341,0
5708,大小姐搜查网,11684,236,21,1741,0.0,0,1
5709,虹色DAYS OAD,127225,976,76,23612,0.0,0,1
5712,怪力少女,11806,243,12,1644,0.0,0,1
5713,霹雳谜城,117827,29187,340,7748,0.0,0,1
5714,霹雳皇龙纪,112119,31398,289,6515,0.0,0,1
5715,霹雳皇朝之铡龑史,97662,32726,282,5924,0.0,0,1
5716,霹雳开疆纪,106941,32014,264,6003,0.0,0,1
5717,霹雳神州,139232,33811,323,8450,0.0,0,1
5718,霹雳神州II之苍玄泣,112884,33251,227,4381,0.0,0,1
5719,霹雳神州III之天罪,278097,60194,562,8994,0.0,0,1
5721,霹雳震寰宇之刀龙传说,279378,58218,663,13832,0.0,0,1
5722,霹雳震寰宇之龙战八荒,210608,63265,365,7519,0.0,0,1
5723,霹雳震寰宇之兵甲龙痕,177891,51754,386,7058,0.0,0,1
5724,霹雳经武纪之枭皇论战,160255,42167,271,8711,0.0,0,1
5725,霹雳兵燹之圣魔战印,132590,30655,224,9721,0.0,0,1
5726,霹雳兵燹之问鼎天下,100123,22910,168,6958,0.0,0,1
5727,霹雳战元史之天竞鏖锋,119389,31326,180,8577,0.0,0,1
5728,霹雳战元史之动机风云,106082,30114,171,7746,0.0,0,1
5729,霹雳惊鸿之刀剑春秋,284073,57485,575,23975,9.9,150,1
5730,霹雳侠影之轰动武林,626693,135758,1017,23324,9.7,171,1
5731,霹雳侠影之轰定干戈,404553,108079,506,10741,0.0,0,1
5732,霹雳侠影之轰掣天下,312211,86645,411,9009,0.0,0,1
5733,霹雳侠影之轰霆剑海录,324833,76067,409,9627,0.0,0,1
5734,霹雳开天记之创神篇,391941,75820,405,12324,0.0,0,1
5735,霹雳开天记之创神篇下阕,321693,67662,381,9416,0.0,0,1
5736,霹雳谜城之九轮异谱,389325,69345,483,11768,0.0,0,1
5737,霹雳狼烟之九轮燎原,298603,40842,410,13328,0.0,0,1
5738,霹雳狼烟之万堺尘涛,348102,60017,371,12319,0.0,0,1
5739,霹雳狼烟之古原爭霸,550288,87859,580,16482,0.0,0,1
5740,废柴狐阿桔,868732,7736,3042,53849,9.6,118,1
5741,女生宿舍日常,4438595,74284,14000,156114,9.4,394,1
5742,我的女神 战斗之翼,48960,640,80,3961,0.0,0,1
5743,十二生肖,223294,22068,318,12664,0.0,0,1
5744,超级愿望：神速的盖诺赛克特 超梦觉醒,262561,6282,460,10957,0.0,0,1
5745,钻石&珍珠：幻影的霸者索罗亚克,110652,3383,135,6041,0.0,0,1
5746,钻石&珍珠：阿尔宙斯超克的时空,238153,6999,315,8624,0.0,0,1
5747,Fate/Grand Order ‐First Order‐,12945786,552680,51402,1567636,7.5,4302,1
5748,画江湖之杯莫停,18584459,540023,31982,406670,6.2,316,1
5749,钻石&珍珠：骑拉帝纳与冰空的花束洁咪,120645,5241,193,6300,0.0,0,1
5750,钻石&珍珠：决战时空之塔帝牙卢卡VS帕路奇犽VS达克莱伊,145013,5096,256,7159,0.0,0,1
5751,超世代：宝可梦保育家与苍海的王子 玛纳霏,107099,4201,194,7896,0.0,0,1
5752,超世代： 梦幻与波导的勇者路卡利欧,131025,6152,285,6572,0.0,0,1
5753,超世代：裂空的访问者代欧奇希斯,166791,5641,234,6940,0.0,0,1
5754,超世代：七夜的许愿星基拉祈,120917,4102,136,6214,0.0,0,1
5755,无印：水都的守护神拉帝亚斯和拉帝欧斯,137776,4433,311,7338,0.0,0,1
5756,无印：雪拉比穿梭时空的相遇,106614,4350,185,6413,0.0,0,1
5757,无印：梦幻的精灵宝可梦洛奇亚爆诞,175864,6793,275,13732,0.0,0,1
5758,无印：超梦的逆袭,249804,7480,443,26504,0.0,0,1
5759,姣姣与晶晶,12504,505,15,707,0.0,0,1
5760,特别车队,56377,6450,81,4986,0.0,0,1
5761,精灵宝可梦 无印,3039395,277624,5110,99767,9.7,431,1
5762,精灵宝可梦 XY,4116959,200400,4660,113426,8.9,286,1
5763,阿松 SP 赛马轶事,505869,31651,2243,42884,9.5,212,1
5764,火影忍者舞台剧 便服采访篇,93116,795,33,2697,0.0,0,1
5765,偶像大师,75949,4466,233,4938,0.0,0,1
5766,HEROMAN短篇,7575,50,17,879,0.0,0,1
5769,锁链战记 赫克瑟塔斯之光,1562119,64717,5233,225477,0.0,0,1
5770,天才联盟,176757,4128,1528,6201,0.0,0,1
5773,秋叶原之旅 THE ANIMATION,6162277,248895,15088,420688,8.1,286,1
5774,清恋 SEIREN,17068104,679861,44326,979300,8.3,906,1
5776,URARA迷路帖,11322543,562110,48941,927885,9.0,1058,1
5777,Schoolgirl Strikers,1700928,31871,3149,175940,0.0,0,1
5778,风夏,13342508,982588,70982,754200,6.2,941,1
5784,锁链战记 赫克瑟塔斯之光,3258443,50343,4572,204928,0.0,0,1
5786,猫咪日常,8402616,56186,12516,393065,9.3,768,1
5787,偶像选举,1676161,48122,2691,126528,0.0,0,1
5788,小魔女学园 TV版,13149476,586928,50034,499096,9.5,2782,1
5789,热诚传说 第二季,7974806,212145,25285,504368,7.4,406,1
5790,宇宙警探elDLIVE,2223601,52385,4997,180345,0.0,0,1
5791,新撰组镇魂歌 二分之一,651385,3155,987,43119,0.0,0,1
5792,鬼平,1809709,31768,5841,107219,9.3,202,1
5793,珈百璃的堕落,29690049,1205075,102203,1423858,9.1,3085,1
5794,飙速宅男 新世代,4072534,62609,8478,127798,9.2,138,1
5795,ACCA13区监察课,5114819,163542,20013,436826,9.5,1504,1
5796,兽娘动物园,5073097,227079,15417,300865,9.6,2360,1
5797,Hand Shakers,11721642,424328,27996,854055,6.4,715,1
5798,One Room,7745266,158823,16313,544488,9.1,555,1
5800,小林家的龙女仆,84618733,2917155,235902,3006812,9.1,6552,1
5802,CHAOS;CHILD,5410866,115416,12324,368144,7.6,702,1
5806,Rewrite 2nd Season,9583500,297056,35099,767877,8.5,970,1
5807,BanG Dream!,1635086,67229,5294,174738,8.4,218,1
5808,战国鸟兽戏画～乙～,708531,3081,1143,43708,0.0,0,1
5809,黑白来看守所 第二季,9091531,259857,18491,494133,8.5,371,1
5810,少年剑道王直角,6562,63,9,334,0.0,0,1
5830,三年E班Q,9404732,185389,23190,454454,8.9,294,1
5831,从前有座灵剑山 第二季日文版,1230110,16270,1906,200770,0.0,0,1
5832,暗芝居 第四季,7641349,128580,4907,220637,7.6,119,1
5833,重力异想世界2 序章,133885,1036,163,19483,0.0,0,1
5834,英雄解体,37870,747,162,5839,0.0,0,1
5835,魔法少女☆伊莉雅 3rei!! SP,1417081,6078,1315,38753,9.5,188,1
5838,魔天战神 OVA,1620,2,11,1032,0.0,0,1
5839,一禅小和尚,9848493,46265,42591,164771,9.6,645,0
5840,我差点就信了,1178445,5430,1154,27320,0.0,0,1
5842,困病之笼,0,0,0,61019,0.0,0,0
5843,迷域行者,9072687,247531,26199,629096,9.7,7581,1
5844,血色苍穹（上篇）,11708775,214108,16661,494169,8.3,1010,1
5845,择天记 第二季,1161756,22867,1203,99479,0.0,0,1
5846,CMFU学院-王子碰碰球,1906159,20953,1421,50879,0.0,0,1
5847,圣光不好惹,439233,11626,1994,34649,0.0,0,1
5848,太乙仙魔录之灵飞纪 第二季,3923199,58482,9884,101015,9.1,232,1
5849,少年锦衣卫,18994739,539083,264127,877145,9.1,1921,1
5851,斗破苍穹,22516569,193952,39349,860330,3.5,2220,1
5852,全职高手 第一季,85701738,2253109,328829,4022596,9.0,14656,1
5853,口水三国 第二季,8906490,60219,24743,159592,9.2,701,1
5854,超游世界,5148977,105844,5070,219377,0.0,0,1
5855,阿拉德：宿命之门,11877999,304210,15181,495006,3.1,794,1
5856,银之守墓人,17088729,308824,21877,792464,5.2,500,1
5857,妖怪名单 第二季,18402828,344217,44016,1097230,8.9,2406,1
5858,霹雳天命之仙魔鏖锋,3240677,274425,8134,52097,9.7,232,1
5859,妖狐×仆SS SP,890370,39801,1470,54075,9.6,195,1
5860,枪灵计划,1010148,20488,1614,33563,0.0,0,1
5861,从前有座灵剑山 第二季,18777719,552682,49729,822688,6.2,544,1
5863,国民老公带回家,3531631,57138,934,123862,0.0,0,1
5864,全职法师Q版小剧场,767670,2408,226,13321,0.0,0,1
5865,奇魂侍,30646,238,46,3028,0.0,0,1
5866,天才傻瓜 复活的弗兰德之犬,21250,156,11,2107,0.0,0,1
5867,剧场版 魔法禁书目录炭 SP,399976,6404,773,42474,8.9,117,1
5868,漫研部～Surgical Friends～,365189,1395,601,24581,0.0,0,1
5869,越狱兔 第2季,0,0,0,9961,0.0,0,1
5870,越狱兔 第3季,0,0,0,9511,0.0,0,1
5871,越狱兔 第4季,0,0,0,9843,0.0,0,1
5872,越狱兔 第5季,0,0,0,15582,9.6,107,1
5873,斗破苍穹 Q版小剧场,2967468,16825,1290,38408,0.0,0,1
5874,太阳之船,5545,50,29,728,0.0,0,1
5875,吹响吧！上低音号 第二季 SP,326837,1536,1574,18010,0.0,0,1
5876,纳米核心 第三季,7175589,110447,31944,370602,8.6,548,1
5877,幻镜诺德琳,2018345,94375,95981,485847,9.4,985,1
5878,灵契 日语版,1926981,39781,3025,74888,8.9,114,1
5879,超游世界 日文版,896338,16769,1008,22838,0.0,0,1
5880,敌人是海盗- 猫们的飨宴,6549,18,3,881,0.0,0,1
5882,元气少女缘结神 新婚篇,1425202,54280,24379,128722,9.7,405,1
5883,宇宙警探elDLIVE 中文配音版,241002,2516,254,8308,0.0,0,1
5884,火线传奇 第二季,1495225,0,1354,14725,0.0,0,1
5885,京剧猫,2022873,130505,11654,41309,9.5,233,1
5886,虎多多,6108,81,10,205,0.0,0,0
5887,咬屁屁虫,15069,352,12,904,0.0,0,1
5888,前方高能之滑稽,4290798,120137,15715,94878,8.3,101,1
5889,1磅的福音,6137,209,38,714,0.0,0,1
5890,VitaminX Addiction,14251,294,10,1990,0.0,0,1
5891,刃牙 OAD,55972,382,82,1723,0.0,0,1
5892,尾随者竞技,16001,100,59,1744,0.0,0,1
5893,天下第几,3319500,53120,15671,124742,9.5,369,1
5894,Disintegration-分解世界-,2068339,21703,8293,93730,9.5,177,1
5895,Dream Hunter-狩梦人-,531490,8125,2139,35385,0.0,0,1
5896,发发和大魔王,259452,4694,3285,25247,0.0,0,1
5897,南烟斋笔录,1323401,21188,18657,119855,9.7,403,1
5898,我是丐帮不打奶花,3319236,30004,7242,44236,9.4,151,1
